username,classification,company,location,repos
krishnasandeepaxe190,academic,the university of texas at san antonio,USA,gh:lanl-ansi/powermodels.jl
kristiyandd,professional,inmindit,,gh:adgefficiency/energy-py
krombel,unknown,,,gh:akkudoktor-eos/eos
kropsi92,unknown,,,gh:openego/ego
krose,unknown,,DNK,"gh:rebase-energy/enflow,gh:richard-weinhold/pomato"
krsh1,unknown,,,gl:mosaik/mosaik
krudt,unknown,,DEU,gh:akkudoktor-eos/eos
krum87,professional,soptim ag,,gh:e2niee/pandapower
kryptik03,unknown,,MYS,gh:powergridmodel/power-grid-model
ksbeattie,government,lawrence berkeley national laboratory,USA,gh:gmlc-dispatches/dispatches
ksbengal11,unknown,,,gh:e2niee/pandapower
kscholty,unknown,,,gh:akkudoktor-eos/eos
kschulze26,unknown,,,gh:fzj-iek3-vsa/fine
kshitizkhanal7,academic,ncsu,USA,gh:oemof/oemof-solph
ksk9220,academic,nyu tandon school of engineering,USA,gh:macroenergy/macroenergy.jl
kstief,unknown,,,gh:akkudoktor-eos/eos
ksun46,unknown,,USA,"gh:anl-ceeesa/unitcommitment.jl,gh:lanl-ansi/powermodels.jl"
kt10500516-glitch,unknown,,,gh:pypsa/pypsa
ktboy0502,unknown,,,"gh:curent/andes,gh:ie3-institute/simona,gh:lanl-ansi/powermodels.jl,gh:sanpen/veragrid"
ktehranchi,academic,stanford university,USA,"gh:blue-marble/gridpath,gh:eiagov/bluesky,gh:genxproject/genx.jl,gh:lanl-ansi/powermodels.jl,gh:macroenergy/macroenergy.jl,gh:natlabrockies/pras,gh:natlabrockies/reeds-2.0,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersystemsinvestments.jl,gh:pencleanenergy/match-model,gh:pypsa/pypsa,gh:rebase-energy/enflow,gh:spine-tools/spineopt.jl,gh:stanford-eao/bridges,gh:switch-model/switch,gh:transition-zero/tz-osemosys,gh:tulipaenergy/tulipaenergymodel.jl"
kthy,professional,utiligize,DNK,gh:akkudoktor-eos/eos
ktokarska,academic,,,gh:iiasa/message_ix
ktye-UF,unknown,,,"gh:curent/andes,gh:mzy2240/esa"
kuarthepirat,unknown,,DEU,gh:tum-ens/urbs
kubachri,unknown,,DNK,gh:balmorelcommunity/balmorel
kufemusik,unknown,,,gh:akkudoktor-eos/eos
kujenga,industry,additiveai,USA,"gh:breakthrough-energy/reise.jl,gh:lkruitwagen/global-fossil-fuel-supply-chain,gh:natlabrockies/sam"
kumareshramesh,unknown,,,gh:prayas-energy/rumi
kun-ops,unknown,,,"gh:e2niee/pandapower,gh:rwl/pypower"
kunalpuri-prediqt,industry,prediqt technologies,,gh:erf-model/erf
kunwar45,professional,shopify,,gh:chrisyeh96/sustaingym
kuosea,unknown,,,"gh:e2niee/pandapower,gh:natlabrockies/pysam,gh:natlabrockies/sam,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:tum-ens/urbs"
kurbansitterley,unknown,,,gh:natlabrockies/pysam
kuripart,academic,,FRA,gh:sanpen/veragrid
kursk-ye,unknown,,CHN,gh:e2niee/pandapower
kurt-rhee,industry,,,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
kurucan,academic,,TUR,"gh:frkunz/stelmod,gh:unsw-ceem/nempy"
kuuyee,professional,"Xin Neng Yuan , Ling Tan , Lu Se Jiao Tong ",CHN,"gh:curent/andes,gh:e2niee/pandapower"
kuyura,unknown,,,gh:e2niee/pandapower
kuzha,academic,ecole de technologie superieure,CAN,gh:pnnl/tesp
kvanalls,professional,lydian,,gh:natlabrockies/reeds-2.0
kvrdz,unknown,,,gh:e2niee/pandapower
kwaku-duah,industry,available,GHA,gh:pypsa/pypsa
kwanghoon,academic,chonnam national university,KOR,gh:flexiblepower/powermatcher
kwarodom,academic,"advanced research institute, virginia tech",THA,gh:flexiblepower/powermatcher
kweiss51,unknown,,,gh:natlabrockies/pras
kwisniew,unknown,,,gh:bje-/nemo
kye-NREL,unknown,,,gh:e2niee/pandapower
kyleniemeyer,academic,oregon state university,USA,gh:assume-framework/assume
kyleniemeyer,academic,oregon state university,USA,"gl:dlr-ve/esy/amiris/amiris,gl:fame-framework/fame-core"
kylerkk,unknown,,,gh:future-power-networks/simplus-grid-tool
kyliesuwu-art,unknown,,,gh:pypsa/pypsa
kyrcha,academic,,GRC,gh:e2niee/pandapower
kyri-petrou,unknown,,,gh:e2niee/pandapower
kyribaker,academic,,USA,gh:e2niee/pandapower
kyumcu,unknown,,,"gh:curent/andes,gh:nrel-sienna/powersimulationsdynamics.jl"
kzak47,unknown,,,gh:pypsa/pypsa
kziemski,professional,qcompute,USA,gh:powergridmodel/power-grid-model
l-kotzur,professional,independent consultant,DEU,"gh:fzj-iek3-vsa/fine,gh:oemof/oemof-solph,gh:pypsa/pypsa"
l-ordofLords,unknown,,,gh:powsybl/powsybl-core
l-welder,professional,climate analytics,DEU,gh:fzj-iek3-vsa/fine
l1358,academic,,,gh:e2niee/pandapower
l3miage-pichouda,unknown,,,gh:roseautechnologies/roseau_load_flow
l4b4r4b4b4,industry,,DEU,"gh:reegis/deflex,gh:tum-ewk/opentumflex"
l5d1l5,academic,peking university,CHN,gh:iiasa/message_ix
lab992,unknown,,,gh:tum-ens/hamlet
labormedia,professional,labormedia,CHL,gh:switch-model/switch
labothap,academic,university of liege,,gh:energy-modelling-toolkit/dispa-set
labrahams,unknown,,,gh:emlab/emlab-generation
labtainer,unknown,,,gh:akkudoktor-eos/eos
lacalling,unknown,,,gh:gh:adgefficiency/energy-py-linear
lacconito,unknown,,,gh:cea-liten/cairnopen
lacknc,unknown,,,gh:curent/andes
lacrymose,unknown,,,gh:matpower/matpower
ladidadida,unknown,,,gh:akkudoktor-eos/eos
ladreamteam2,unknown,,,gl:smspp/smspp-project
laketalkemp,industry,,USA,gh:grid-parity-exchange/egret
lalajiayou,unknown,,,"gh:anl-ceeesa/unitcommitment.jl,gh:critical-infrastructure-systems-lab/pownet,gh:curent/andes,gh:electa-git/flexplan.jl,gh:energy-modelling-toolkit/dispa-set,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
lalala-0616,academic,china,CHN,gh:grid2op/grid2op
lalala02-616,academic,china,CHN,gh:grid2op/grid2op
lalala215,professional,zhejiang univeristy,ITA,gh:e2niee/pandapower
lalaland011300,unknown,,,gh:matpower/matpower
lalalawr,unknown,,,gh:anl-ceeesa/unitcommitment.jl
lalyko,unknown,,DEU,gh:akkudoktor-eos/eos
lambxk,unknown,,,gh:e2niee/pandapower
lamemate,academic,freie universitat berlin,DEU,gh:akkudoktor-eos/eos
lamorton,industry,zap energy inc,USA,gh:breakthrough-energy/reise.jl
lamps-co,unknown,,,gh:lanl-ansi/powermodels.jl
lancegon,unknown,,,"gh:matpower/matpower,gh:sanpen/veragrid"
landgenoot,unknown,,BEL,gh:quintel/etmodel
lanesmith,academic,stanford university,USA,"gh:breakthrough-energy/reise.jl,gh:genxproject/genx.jl"
lanesmith1,unknown,,,gh:pnnl/tesp
langestefan,industry,,NLD,"gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:tulipaenergy/tulipaenergymodel.jl"
lanthitran,unknown,,,"gh:grid2op/chronix2grid,gh:grid2op/grid2op"
lanthitran3,unknown,,,"gh:grid2op/chronix2grid,gh:marvinler/pypownet"
lantusky,academic,southern methodist university,USA,gh:grid2op/grid2op
lanwin,professional,landaumedia,DEU,gh:akkudoktor-eos/eos
laotan-666,unknown,,,"gh:akkudoktor-eos/eos,gh:epgoxford/open,gh:natlabrockies/sam"
lapersanc,academic,icta-uab,ESP,gh:calliope-project/calliope
lapulasitu,unknown,,,gh:e2niee/pandapower
laranea,professional,laranea,BEL,gh:critical-infrastructure-systems-lab/pownet
lararou,unknown,,,"gh:ie3-institute/powersystemdatamodel,gh:ie3-institute/simona"
lardillierp,unknown,,,gh:e2niee/pandapower
larenspear,research,pacific northwest national laboratory,USA,gh:erf-model/erf
larissaklnr,unknown,,,gh:iiasa/message_ix
larkoe,unknown,,,gh:akkudoktor-eos/eos
larleth,unknown,,,gh:akkudoktor-eos/eos
larrasket,professional,mnt-halan.com,,gh:sienna-platform/powersimulations.jl
larsbonnefoy,academic,,,gh:pypsa/pypsa
larshermansen,unknown,,,gh:powergama/powergama
larsnor,academic,kth royal institute of technology,SWE,gh:pypsa/pypsa
larsrinn,unknown,,,"gh:natlabrockies/pysam,gh:pypsa/pypsa,gh:tum-ens/urbs"
lassediercks,professional,independent,DEU,gh:akkudoktor-eos/eos
lassepe,academic,delft university of technology,,"gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl"
laterrea,academic,universite catholique de louvain,,gh:rheia-framework/rheia
latture,industry,google,USA,gh:natlabrockies/sam
lau-arias,unknown,,DEU,"gh:fabmid/open-energy-cell-simulation,gh:iit-energysystemmodels/opentepes,gh:oemof/oemof-solph"
laumek,academic,,GBR,"gh:breakthrough-energy/reise.jl,gh:fraukewiese/renpass"
laura306,unknown,,,gh:tum-ens/urbs
lauraahwa,unknown,,,gh:genxproject/genx.jl
lauraata,unknown,,,gh:esmap-world-bank-group/epm
laurahoffmanno,unknown,,,gh:e2niee/pandapower
lauraluebbert,industry,broadinstitute,,gh:pypsa/pypsa
laure-crochepierre,utility,reseau de transport d'electricite,FRA,"gh:grid2op/grid2op,gh:powsybl/pypowsybl"
lauren-gaiascope,unknown,,,gh:pypsa/pypsa
laurenceandrews,industry,,GBR,"gh:calliope-project/calliope,gh:oemof/oemof-solph,gh:pypsa/pypsa"
laurenma128,unknown,,,gh:sei-international/nemomod.jl
laurent-laporte-pro,industry,,FRA,gh:antaressimulatorteam/antares_simulator
laurgarn,unknown,,FRA,gh:powsybl/powsybl-core
laurin-kraemer,academic,,CHE,"gh:oemof/oemof-solph,gh:rl-institut/multi-vector-simulator"
laurmarinovici,research,pacific northwest national laboratory,USA,gh:pnnl/tesp
lavdrimpom,unknown,,,gh:akkudoktor-eos/eos
lavi-16,unknown,,,gh:akkudoktor-eos/eos
lawitschka,professional,informedtechnologies,DEU,gh:akkudoktor-eos/eos
lawrenceccheung,unknown,,,gh:erf-model/erf
lawrencehui,industry,,GBR,gh:epgoxford/open
layonmeli,unknown,,,gh:drafproject/draf
lazcamus,professional,camusenergy,,gh:natlabrockies/pysam
lazy-coder2001,unknown,,,gh:pypsa/pypsa
lazydancer,industry,wattsworth analysis inc,CAN,"gh:e2niee/pandapower,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
lb970006,unknown,,,gh:pielube/messpy
lbandqbx,unknown,,,gh:curent/andes
lbhammer,unknown,,,"gh:chengts95/rustpower,gh:lanl-ansi/powermodels.jl"
lbianchi-lbl,research,lawrence berkeley national laboratory,USA,"gh:gmlc-dispatches/dispatches,gh:grid-parity-exchange/egret"
lblabr,unknown,,,gh:calliope-project/calliope
lblakel,unknown,,,gh:nreca-bts/omf
lbliek,academic,eindhoven university of technology,NLD,gh:sanpen/veragrid
lbonaldo,academic,princeton university,USA,"gh:blue-marble/gridpath,gh:genxproject/genx.jl,gh:macroenergy/macroenergy.jl"
lby66666,unknown,,,gh:prep-next/prep-shot
lcarasik,academic,virginia commonwealth university,USA,gh:idaholab/hybrid
lcd1314,unknown,,,gh:natlabrockies/sam
lcford2,industry,,,gh:temoaproject/temoa
lchb000,unknown,,,"gh:etsap-times/times_model,gh:quintel/etmodel"
lclflash,unknown,,,"gh:mbheinen/bpa-ipf-tsp,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sogno-platform/dpsim,gh:thales1330/psp"
lcosson,professional,silicom,FRA,gh:powsybl/powsybl-core
lcw95,academic,ministry of environment/ greenhouse gas inventory and research center of korea,,gh:iiasa/message_ix
lcxc2782,unknown,,,gh:sanpen/veragrid
ld2874,unknown,,,gh:e2niee/pandapower
ldemattos,unknown,,,"gh:e2niee/pandapower,gh:natlabrockies/paraemt_public,gh:pypsa/pypsa,gh:sanpen/veragrid"
ldixon11,unknown,,,gh:esmap-world-bank-group/epm
ldowen,unknown,,,gh:erf-model/erf
ldxib2,unknown,,,gl:dlr-ve/esy/amiris/amiris
le-jun,unknown,,FRA,gh:lkruitwagen/global-fossil-fuel-supply-chain
leandrobpedro,unknown,,BRA,gh:thales1330/psp
learning-chip,unknown,,,"gh:breakthrough-energy/reise.jl,gh:curent/andes,gh:lanl-ansi/powermodels.jl,gh:pypsa/pypsa"
learningelectric,academic,sichuan university,CHN,gh:e2niee/pandapower
learntimes,unknown,,,gh:pypsa/pypsa
lebertbe,unknown,,,gh:rwl/pypower
leblowl,unknown,,USA,"gh:flexiblepower/powermatcher,gh:nrel-sienna/powersimulations.jl,gh:powsybl/powsybl-core,gh:sogno-platform/dpsim"
leclerc92,unknown,,,gh:powsybl/powsybl-core
lecourtoisflo,unknown,,,gh:dynawo/dynawo
leduytanjaist2016,academic,japan advanced institute of science and technology,JPN,gh:pnnl/tesp
leebardon,academic,graduate researcher at usc,USA,gh:sienna-platform/powersimulations.jl
leeguoqd,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:genxproject/genx.jl,gh:grid2op/grid2op,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sanpen/veragrid"
leejaku17,utility,ddmix,KOR,gh:natlabrockies/sam
leenalhomoud,unknown,,,gh:mzy2240/esa
leeohalloran,unknown,,GBR,gh:sanpen/veragrid
leeraiyan,unknown,,,"gh:dynawo/dynawo,gh:gridfm/gridfm-graphkit,gh:sanpen/veragrid"
leesings,unknown,,,gh:pypsa/pypsa
leevydanomalik,industry,danomalik technology,IDN,gh:pypsa/pypsa
leeynsn,unknown,,,gh:grid2op/grid2op
lefang16,academic,,,"gh:curent/andes,gh:e2niee/pandapower,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:rwl/pypower"
lefebvrera,unknown,,,gh:idaholab/heron
lefmylonas,academic,"ece department, university of patras",GRC,gh:lanl-ansi/powermodels.jl
lefterisstasi,unknown,,,gh:e2niee/pandapower
legend053,unknown,,,gh:natlabrockies/sam
legendary0604,unknown,,,gh:curent/andes
legendenomgeorg,unknown,,DNK,gh:richard-weinhold/pomato
lehoangduc,industry,,VNM,gh:akkudoktor-eos/eos
lehuong1,unknown,,,gh:matpower/matpower
leigao-ceee,unknown,,,"gh:calliope-project/calliope,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:temoaproject/temoa"
leigul,academic,eth zurich,CHE,gh:prep-next/prep-shot
leimar-ros,unknown,,,gh:flexiblepower/powermatcher
leiweke,unknown,,,gh:akkudoktor-eos/eos
leiwu84,unknown,,,"gh:e2niee/pandapower,gh:powergridmodel/power-grid-model"
leixy76,unknown,,,gh:pypsa/pypsa
leiyuxiao95,unknown,,,gh:marvinler/pypownet
lejeana,unknown,,,gh:powsybl/powsybl-open-loadflow
lekic-aleksandra,unknown,,,gh:juliaenergy/powerdynamics.jl
lelouchsola,unknown,,,gh:grid2op/grid2op
lemon5521,unknown,,,gh:e2niee/pandapower
lemonsource,academic,southeast university,CHN,"gh:etsap-times/times_model,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:rl-institut/multi-vector-simulator"
lenaar,academic,,SWE,gh:rebase-energy/enflow
lennart-bader,academic,fraunhofer fkie,DEU,gh:e2niee/pandapower
lensum,academic,"fraunhofer institute for environmental, safety, and energy technology umsicht",,gh:oemof/oemof-solph
leo-smi,professional,utfpr,BRA,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
leo007-htun,academic,,GBR,gh:grid2op/grid2op
leoauri,unknown,,DEU,gh:adgefficiency/energy-py
leobanu,unknown,,,gh:tum-ens/urbs
leobaru,industry,,DEU,gh:tum-ens/urbs
leofab,industry,https://www.linkedin.com/company/93248823/,BRA,gh:rwl/pypower
leomonwei,unknown,,,gh:pypsa/pypsa
leon558,professional,krieger it,,gh:akkudoktor-eos/eos
leonardgoeke,academic,eth zurich,,"gh:calliope-project/calliope,gh:juliaenergy/joulia.jl,gh:leonardgoeke/anymod.jl,gh:richard-weinhold/pomato"
leonardocarreras,academic,rwth aachen university,DEU,"gh:grid2op/grid2op,gh:sogno-platform/dpsim,gh:villasframework/node"
leonlan,professional,routinglab,NLD,gh:e2niee/pandapower
leonox,unknown,,DEU,gh:akkudoktor-eos/eos
leonscap,academic,zhejiang university,CHN,"gh:anl-ceeesa/unitcommitment.jl,gh:matpower/matpower,gh:pypsa/pypsa,gh:rwl/pypower"
leonsn,utility,,DNK,gh:pypsa/pypsa
leonstegmann,unknown,,,gh:akkudoktor-eos/eos
leopardracer,industry,,UKR,gh:calliope-project/calliope
leoroslund,unknown,,,gh:genesys-mod/genesys_mod.gms
leotia,unknown,,,gh:prep-next/prep-shot
leovsch,academic,tu/e,,gh:powergridmodel/power-grid-model
leroum,unknown,,,gh:oemof/oemof-solph
les-g-a,academic,mitei,USA,gh:genxproject/genx.jl
leskin,academic,,USA,gh:idaholab/hybrid
leslie3141,unknown,,,gh:bje-/nemo
lessismorea,unknown,,,gh:prep-next/prep-shot
lessthan00,unknown,,,gh:pypsa/pypsa
letgo0007,unknown,,,gh:sogno-platform/dpsim
leticiasdrummond,professional,unicamp,BRA,gh:natlabrockies/sam
leuchtum,unknown,,,"gh:e2niee/pandapower,gh:matpower/matpower,gh:powsybl/pypowsybl,gh:pypsa/pypsa,gh:sanpen/veragrid"
levibaymax,unknown,,,gh:pypsa/pypsa
levitation,industry,simplify / macrotec llc,EST,gh:pypsa/pypsa
lewie,unknown,,,gh:akkudoktor-eos/eos
lewis-liu-99,unknown,,,gh:oemof/oemof-solph
lewis2ba,unknown,,,gh:nreca-bts/omf
lewisarmistead,professional,stacker,USA,gh:epri-dev/opender
lewischayworth,unknown,,,gh:osemosys/osemosys
lexian0326,academic,south china university of technology,,gh:e2niee/pandapower
leyalaoshan,unknown,,,gh:akkudoktor-eos/eos
leyetunji,unknown,,,"gh:oemof/oemof-solph,gh:rl-institut/multi-vector-simulator"
lezneew,unknown,,,gh:e2niee/pandapower
lf-energy-projects-renovation-state,industry,,DEU,"gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-core,gh:powsybl/powsybl-open-loadflow,gh:powsybl/pypowsybl,gh:sogno-platform/dpsim"
lfb66,unknown,,,gh:matpower/matpower
lfreese,academic,,,gh:pypsa/pypsa
lfthwjx,unknown,,,gh:akkudoktor-eos/eos
lgflorentino,industry,,AUS,"gh:juliaenergy/powerdynamics.jl,gh:matpower/matpower,gh:rwl/pypower"
lgithub88,unknown,,,gh:e2niee/pandapower
lgmendesDynamics,unknown,,,gh:sienna-platform/powersimulations.jl
lgoette,unknown,,DEU,gh:akkudoktor-eos/eos
lgparker,unknown,,,gh:pypsa/pypsa
lgtm-migrator,professional,github,,gh:oemof/oemof-solph
lhegen,unknown,,,gh:tum-ens/urbs
lhhccc,unknown,,,gh:epri-dev/opender
lhm0503,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa,gh:rwl/pypower"
lhof23,unknown,,,gh:ait-energy/iesopt.jl
lhsail,professional,ucstar communications,CHN,gh:sanpen/veragrid
lhw-kl,unknown,,,gh:mesmo-dev/mesmo
lhy-ux,unknown,,,gh:prep-next/prep-shot
li-dennis,unknown,,,gh:pypsa/pypsa
li-kuann,unknown,,,gh:prep-next/prep-shot
li-wilbur,unknown,,,gh:pypsa/pypsa
li100-atmocn,unknown,,,gh:erf-model/erf
liacodrington,unknown,,,gh:iiasa/message_ix
liam-veitch,unknown,,GBR,gh:susantoj/pypower-dynamics
liamculligan,unknown,,ZAF,gh:grid2op/grid2op
liamwazherealso,unknown,,USA,gh:lkruitwagen/global-fossil-fuel-supply-chain
liangb612,unknown,,,gh:pielube/messpy
liangdong158,unknown,,,gh:sanpen/veragrid
liangpeng190113,unknown,,,"gh:rwl/pypower,gh:sanpen/veragrid"
liangy396,unknown,,,gh:prep-next/prep-shot
liaowj5,unknown,,,gh:natlabrockies/sam
liaoyinan,unknown,,CHN,gh:curent/andes
liautaud,industry,nabla,FRA,gh:lkruitwagen/global-fossil-fuel-supply-chain
libelle666,unknown,,,gh:akkudoktor-eos/eos
libertyx82,unknown,,DEU,gh:akkudoktor-eos/eos
libngwang,unknown,,,gh:ames-market/psst
liboshu,academic,peking university,THA,"gh:etsap-times/times_model,gh:iiasa/message_ix,gh:osemosys/osemosys"
lichenglin5124,academic,,SGP,gh:prep-next/prep-shot
licioromao,academic,,,"gh:balmorelcommunity/balmorel,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa"
licm13,academic,"associate professor, south china university of technology",CHN,gh:prep-next/prep-shot
licongren,unknown,,,gh:etsap-times/times_model
lidalei,industry,fareharbor,NLD,gh:powergridmodel/power-grid-model
lidingxu,unknown,,,gh:lanl-ansi/powermodels.jl
lidong-bo,academic,,,gh:sanpen/veragrid
lieblinger,unknown,,,gh:akkudoktor-eos/eos
lieyanhonghu,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:matpower/matpower,gh:openego/ego,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
lifa123,unknown,,CHN,"gh:behrangshirizadeh/eoles_elecres,gh:juliaenergy/powerdynamics.jl,gh:nrel-sienna/powersimulations.jl"
lifcey,unknown,,,gh:e2niee/pandapower
lifewinning,academic,,,gh:lkruitwagen/global-fossil-fuel-supply-chain
ligi,professional,ethereum,,gh:akkudoktor-eos/eos
lijieqaqhahaha,academic,hohai university,,gh:e2niee/pandapower
lik1212,academic,,,gh:matpower/matpower
likaihere,unknown,,CHN,gh:pypsa/pypsa
likewu,unknown,,,gh:sienna-platform/powersimulationsdynamics.jl
lilabov,unknown,,,gh:akkudoktor-eos/eos
lilanger,academic,technical university of denmark,DNK,"gh:balmorelcommunity/balmorel,gh:spine-tools/spineopt.jl"
lilaohan2000,unknown,,,gh:upb-lea/electricgrid.jl
liliaferrouk,academic,university of grenoble alpes,FRA,gh:roseautechnologies/roseau_load_flow
lilian-linlin,unknown,,,gh:natlabrockies/sam
lilica16820,unknown,,JPN,gh:sienna-platform/powersimulations.jl
lilyWuhan,industry,wuhan,CHN,gh:powergridmodel/power-grid-model
lilycatolson,unknown,,,gh:nreca-bts/omf
lim-artj,unknown,,,gh:prep-next/prep-shot
limchoonhao,unknown,,,gh:prep-next/prep-shot
limingzhexu,unknown,,,gh:prep-next/prep-shot
limosin,industry,simpl,IND,gh:natlabrockies/sam
lin-1108,unknown,,,gh:prep-next/prep-shot
lin-mengya,unknown,,,gh:mesmo-dev/mesmo
linar-jether,unknown,,ISR,gh:pypsa/pypsa
lindachepngeno,unknown,,,gh:akkudoktor-eos/eos
lindissy,unknown,,,gh:e2niee/pandapower
lindnemi,academic,technische universitat berlin,DEU,"gh:juliaenergy/powerdynamics.jl,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:richard-weinhold/pomato"
linear,academic,,USA,gh:quintel/etengine
lingfennan,unknown,,,gh:e2niee/pandapower
lingjiajie,academic,zhejiang university,CHN,gh:grid-parity-exchange/egret
lingkang95,academic,tu/e,,"gh:e2niee/pandapower,gh:powergridmodel/power-grid-model"
lingo01,academic,,,gh:future-power-networks/simplus-grid-tool
linhthi,unknown,,SGP,gh:pypsa/pypsa
linhx1999,academic,south china university of technology,CHN,gh:e2niee/pandapower
linluoran,unknown,,,gh:pypsa/pypsa
linmeng316,unknown,,,gh:curent/andes
linmumuzf,unknown,,,gh:adgefficiency/energy-py
linomp,industry,samotics,NLD,gh:rebase-energy/enflow
linpeng0105,unknown,,,gh:anl-ceeesa/unitcommitment.jl
linsong,unknown,,,gh:pypsa/pypsa
lintongtale,unknown,,,"gh:ahalev/python-microgrid,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
linusng,unknown,,SGP,gh:akkudoktor-eos/eos
linyuantiaohe,academic,north china electric power university,CHN,"gh:emma-model/emma,gh:pypsa/pypsa"
linyunfeng201203,unknown,,,"gh:e2niee/pandapower,gh:matpower/matpower,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:sogno-platform/dpsim,gh:thales1330/psp"
lion7p,unknown,,,gh:assume-framework/assume
lioneltrebuchon,unknown,,CHE,gh:lkruitwagen/global-fossil-fuel-supply-chain
lionkid,industry,moxa inc.,TWN,gh:gh:adgefficiency/energy-py-linear
lionking102,unknown,,,gh:akkudoktor-eos/eos
liqiangvip,unknown,,,gh:curent/andes
liquidhiter,professional,microchip,NOR,gh:curent/andes
lisa,professional,red hat,CAN,gh:pypsa/pypsa
lisazeyen,unknown,,,gh:pypsa/pypsa
lisb20,unknown,,,gh:rwl/pypower
lise-depinay,unknown,,,gh:esmap-world-bank-group/epm
lishousho,unknown,,,gh:matpower/matpower
lishucai,unknown,,,gh:pypsa/pypsa
